,date,song,artist,peak-rank,weeks-on-board
455,2001-06-16,Fallin',Alicia Keys,1,34
456,2001-06-16,U Remind Me,Usher,1,24
457,2001-06-23,Loverboy,Mariah Carey Featuring Cameo,2,14
458,2001-06-23,Schism,Tool,67,20
459,2001-06-23,Purple Hills,D12,19,15
460,2001-06-23,Someone To Call My Lover,Janet,3,20
461,2001-06-23,Flavor Of The Weak,American Hi-Fi,41,20
462,2001-06-30,While You Loved Me,Rascal Flatts,60,12
463,2001-06-30,Just In Case,Jaheim,52,20
464,2001-06-30,What It Is,Violator Featuring Busta Rhymes,63,14
465,2001-06-30,Midwest Swing,St. Lunatics,88,5
466,2001-07-07,Laredo,Chris Cagle,60,12
467,2001-07-07,The Way,Jill Scott,60,20
468,2001-07-07,I'm Real,Jennifer Lopez Featuring Ja Rule,1,31
469,2001-07-14,Area Codes,Ludacris Featuring Nate Dogg,24,17
470,2001-07-14,Miss California,Dante Thomas Featuring Pras,85,6
471,2001-07-14,Just A Baby Boy,Snoop Dogg Featuring Tyrese & Mr. Tan,90,4
472,2001-07-14,Only Time,Enya,10,32
473,2001-07-14,One Minute Man,"Missy ""Misdemeanor"" Elliott",15,21
474,2001-07-14,Contagious,The Isley Brothers Featuring Ronald Isley,19,19
475,2001-07-21,Take You Out,Luther Vandross,26,17
476,2001-07-21,I'm A Believer,Smash Mouth,25,20
477,2001-07-21,Why They Call It Falling,Lee Ann Womack,78,7
478,2001-07-21,Only In America,Brooks & Dunn,33,20
479,2001-07-21,Sandstorm,Darude,83,10
480,2001-07-21,Can't Deny It,Fabolous Featuring Nate Dogg,25,20
481,2001-07-21,I'm A Thug,Trick Daddy,17,20
482,2001-07-28,Differences,Ginuwine,4,30
483,2001-07-28,On A Night Like This,Trick Pony,47,20
484,2001-07-28,Family Affair,Mary J. Blige,1,41
485,2001-07-28,The Rock Show,Blink-182,71,9
486,2001-07-28,Izzo (H.O.V.A.),JAY-Z,8,20
487,2001-07-28,Bad Day,Fuel,64,20
488,2001-07-28,Bad Boy For Life,"P. Diddy, Black Rob & Mark Curry",33,12
489,2001-07-28,Be Like That,3 Doors Down,24,21
490,2001-08-04,I Would've Loved You Anyway,Trisha Yearwood,44,20
491,2001-08-04,I'll Fly With You (L'amour Toujours),Gigi D'Agostino,78,13
492,2001-08-04,My Projects,Coo Coo Cal,81,9
493,2001-08-04,Castles In The Sky,Ian Van Dahl Featuring Marsha,91,10
494,2001-08-04,Start The Commotion,The Wiseguys,31,12
495,2001-08-11,Six-Pack Summer,Phil Vassar,56,10
496,2001-08-11,Crawling,Linkin Park,79,20
497,2001-08-11,Raise Up,Petey Pablo,25,21
498,2001-08-11,Set It Off,Juvenile,65,15
499,2001-08-18,Don't Mess With The Radio,Nivea,90,3
500,2001-08-18,Ghetto Girls,Lil Bow Wow,91,4
501,2001-08-18,Because I Got High,Afroman,13,10
502,2001-08-18,Turn Off The Light,Nelly Furtado,5,25
503,2001-08-18,Angry All The Time,Tim McGraw,38,20
504,2001-08-25,Smooth Criminal,Alien Ant Farm,23,20
505,2001-08-25,Girl Next Door,Musiq Soulchild Featuring Ayana,85,8
506,2001-08-25,Bia' Bia',"Lil Jon & The East Side Boyz Featuring Ludacris, Too Short, Big Kap & Chyna Whyte",94,3
507,2001-08-25,AM To PM,Christina Milian,27,20
508,2001-08-25,Where I Come From,Alan Jackson,34,20
509,2001-08-25,Feelin' On Yo Booty,R. Kelly,36,19
510,2001-08-25,Every Other Time,LFO,44,18
511,2001-08-25,Clint Eastwood,Gorillaz,57,11
512,2001-09-01,Livin' It Up,Ja Rule Featuring Case,6,25
513,2001-09-01,Ugly,Bubba Sparxxx,15,20
514,2001-09-01,Fat Lip,Sum 41,66,12
515,2001-09-01,Everywhere,Michelle Branch,12,20
516,2001-09-01,Superman (It's Not Easy),Five For Fighting,14,35
517,2001-09-08,You Rock My World,Michael Jackson,10,20
518,2001-09-08,So Complicated,Carolyn Dawn Johnson,59,17
519,2001-09-08,How You Remind Me,Nickelback,1,49
520,2001-09-08,Rock The Boat,Aaliyah,14,25
521,2001-09-08,Lifetime,Maxwell,22,20
522,2001-09-15,I'm A Survivor,Reba,49,19
523,2001-09-15,Love Of A Woman,Travis Tritt,39,20
524,2001-09-15,Love Of My Life,Brian McKnight,51,20
525,2001-09-15,When God-Fearin' Women Get The Blues,Martina McBride,64,10
526,2001-09-15,Dance With Me,112,39,20
527,2001-09-22,Wish You Were Here,Incubus,60,20
528,2001-09-22,U Got It Bad,Usher,1,32
529,2001-09-22,What If,Babyface,80,15
530,2001-09-22,Shine,"Lil' Wayne Featuring Baby, Mack 10 & Mickey",96,3
531,2001-09-22,Gone,'N Sync,11,24
532,2001-09-29,Hero,Enrique Iglesias,3,34
533,2001-09-29,God Bless The USA,Lee Greenwood,16,17
534,2001-09-29,What Am I Gonna Do,Tyrese,71,18
535,2001-09-29,John Doe,Public Announcement Featuring LeLe,95,3
536,2001-09-29,Stuck In A Moment You Can't Get Out Of,U2,52,20
537,2001-09-29,Emotion,Destiny's Child,10,20
538,2001-10-06,What's Going On,All Star Tribute,27,10
539,2001-10-06,Angels In Waiting,Tammy Cochran,73,11
540,2001-10-06,Do U Wanna Roll (Dolittle Theme),"R.L., Snoop Dogg & Lil' Kim",84,16
541,2001-10-06,You Gets No Love,Faith Evans,38,20
542,2001-10-13,"Lights, Camera, Action!",Mr. Cheeks,14,30
543,2001-10-13,Who We Be,DMX,60,12
544,2001-10-13,Control,Puddle Of Mudd,68,20
545,2001-10-13,"Girls, Girls, Girls",JAY-Z,17,17
546,2001-10-13,Dig In,Lenny Kravitz,31,20
547,2001-10-13,Caramel,City High Featuring Eve,18,24
548,2001-10-13,I Wanna Talk About Me,Toby Keith,28,20
549,2001-10-20,I'm Tryin',Trace Adkins,44,20
550,2001-10-20,Ballin' Out Of Control,Jermaine Dupri Featuring Nate Dogg,95,5
551,2001-10-20,Fade,Staind,62,17
552,2001-10-20,#1,Nelly,22,20
553,2001-10-20,Drowning,Backstreet Boys,28,20
554,2001-10-20,Where The Stars And Stripes And The Eagle Fly,Aaron Tippin,20,20
555,2001-10-20,I'm A Slave 4 U,Britney Spears,27,14
556,2001-10-27,My Sacrifice,Creed,4,29
557,2001-10-27,We Thuggin',Fat Joe Featuring R. Kelly,15,20
558,2001-10-27,Diddy,P. Diddy Featuring The Neptunes,66,9
559,2001-10-27,Wrapped Up In You,Garth Brooks,46,20
560,2001-10-27,A Woman's Worth,Alicia Keys,7,20
561,2001-10-27,"Whenever, Wherever",Shakira,6,24
562,2001-10-27,With Me,Lonestar,63,15
563,2001-10-27,Get The Party Started,P!nk,4,24
564,2001-10-27,Run,George Strait,34,20
565,2001-10-27,Riding With Private Malone,David Ball,36,20
566,2001-11-03,In The End,Linkin Park,2,39
567,2001-11-03,Fatty Girl,"Ludacris, LL Cool J & Keith Murray",87,14
568,2001-11-03,Alive,P.O.D.,41,20
569,2001-11-10,Brotha,Angie Stone,52,20
570,2001-11-10,Break Ya Neck,Busta Rhymes,26,20
571,2001-11-10,Roll Out (My Business),Ludacris,17,21
572,2001-11-10,From Her Mama (Mama Got A**),Juvenile,65,15
573,2001-11-10,Wherever You Will Go,The Calling,5,45
574,2001-11-17,Wrapped Around,Brad Paisley,35,20
575,2001-11-17,Always On Time,Ja Rule Featuring Ashanti,1,27
576,2001-11-17,Goodbye,Jagged Edge,58,15
577,2001-11-17,Butterflies,Michael Jackson,14,20
578,2001-11-17,Standing Still,Jewel,25,20
579,2001-11-24,Where Were You (When The World Stopped Turning),Alan Jackson,28,20
580,2001-11-24,Son Of A Gun,"Janet Featuring Missy Elliott, P. Diddy & Carly Simon",28,12
581,2001-12-01,Don't You Forget It,Glenn Lewis,30,20
582,2001-12-01,Young'n (Holla Back),Fabolous,33,20
583,2001-12-01,Good Morning Beautiful,Steve Holy,29,20
584,2001-12-08,Bring On The Rain,Jo Dee Messina With Tim McGraw,36,20
585,2001-12-08,7 Days,Craig David,10,20
586,2001-12-08,Hey Baby,No Doubt Featuring Bounty Killer,5,20
587,2001-12-15,Freedom,Paul McCartney,97,2
588,2001-12-15,Round And Round,Jonell & Method Man,62,17
589,2001-12-15,Got Ur Self A...,Nas,87,19
590,2001-12-15,No More Drama,Mary J. Blige,15,20
591,2001-12-15,Bouncin' Back (Bumpin' Me Against The Wall),Mystikal,37,20
592,2001-12-15,Take Away,"Missy ""Misdemeanor"" Elliott Featuring Ginuwine & Tweet",45,20
593,2001-12-22,Part II,Method Man & Redman,72,12
594,2001-12-22,The Long Goodbye,Brooks & Dunn,39,20
595,2001-12-22,The Whole World,OutKast Featuring Killer Mike,19,20
596,2001-12-22,Let's Stay Home Tonight,Joe,68,12
597,2001-12-22,Blurry,Puddle Of Mudd,5,38
598,2001-12-29,Never Too Far/Hero Medley,Mariah Carey,81,3
599,2001-12-29,God Bless America,Daniel Rodriguez,99,2
600,2001-12-29,The World's Greatest,R. Kelly,34,18
601,2001-12-29,Ooohhhwee,Master P Featuring Weebie,63,11
602,2001-12-29,Welcome To Atlanta,Jermaine Dupri & Ludacris,35,20
603,2001-12-29,Ain't It Funny,Jennifer Lopez Featuring Ja Rule,1,27
604,2002-01-05,Uh Huh,B2K,37,22
605,2002-01-05,Wasting My Time,Default,13,35
606,2002-01-05,Defy You,The Offspring,77,11
607,2002-01-05,Thank You,Lil Bow Wow Featuring Jagged Edge & Fundisha,93,5
608,2002-01-05,Chop Suey,System Of A Down,76,20
609,2002-01-05,Nothing In This World,KeKe Wyatt Featuring Avant,27,20
610,2002-01-12,Just Let Me Be In Love,Tracy Byrd,64,10
611,2002-01-12,The Cowboy In Me,Tim McGraw,33,20
612,2002-01-12,Blessed,Martina McBride,31,20
613,2002-01-19,Runaway,NB Ridaz Featuring Angelina,97,4
614,2002-01-19,Burn,Mobb Deep Featuring Vita & Noyd,99,2
615,2002-01-19,Some Days You Gotta Dance,Dixie Chicks,55,19
616,2002-01-19,In Another World,Joe Diffie,66,11
617,2002-01-26,What About Us?,Brandy,7,18
618,2002-01-26,Hush Lil' Lady,Corey Featuring Lil' Romeo,63,13
619,2002-01-26,I Love You,Faith Evans,14,21
620,2002-01-26,Can't Get You Out Of My Head,Kylie Minogue,7,20
621,2002-01-26,Jigga,JAY-Z,66,9
622,2002-01-26,Hey Luv (Anything),Mobb Deep Featuring 112,58,15
623,2002-02-02,My Sweet Lord,George Harrison,94,1
624,2002-02-02,I Miss You,DMX Featuring Faith Evans,86,7
625,2002-02-02,That's Just Jessie,Kevin Denney,76,17
626,2002-02-02,I'm Movin' On,Rascal Flatts,41,19
627,2002-02-02,Hands Clean,Alanis Morissette,23,20
628,2002-02-02,More Than A Woman,Aaliyah,25,24
629,2002-02-09,"I Breathe In, I Breathe Out",Chris Cagle,35,20
630,2002-02-09,Any Other Night,Sharissa,72,14
631,2002-02-09,Oops (Oh My),Tweet,7,20
632,2002-02-09,U Don't Have To Call,Usher,3,26
633,2002-02-09,Girlfriend,'N Sync Featuring Nelly,5,20
634,2002-02-09,Young,Kenny Chesney,35,20
635,2002-02-09,Youth Of The Nation,P.O.D.,28,19
636,2002-02-16,Foolish,Ashanti,1,32
637,2002-02-16,My List,Toby Keith,26,20
638,2002-02-16,Never,Amanda Perez,79,16
639,2002-02-16,Saturday (Oooh! Ooooh!),Ludacris Featuring Sleepy Brown,22,20
640,2002-02-16,Rapture (Tastes So Sweet),iio,46,15
641,2002-02-16,What's Luv?,Fat Joe Featuring Ashanti,2,28
642,2002-02-23,That's When I Love You,Phil Vassar,37,20
643,2002-02-23,Anything,Jaheim Featuring Next,28,20
644,2002-02-23,What If She's An Angel,Tommy Shane Steiner,39,20
645,2002-02-23,All You Wanted,Michelle Branch,6,28
646,2002-02-23,Escape,Enrique Iglesias,12,20
647,2002-02-23,Roc The Mic,Beanie Sigel & Freeway,55,19
648,2002-03-02,A Thousand Miles,Vanessa Carlton,5,41
649,2002-03-02,Insatiable,Darren Hayes,77,7
650,2002-03-02,Pass The Courvoisier Part II,Busta Rhymes Featuring P. Diddy & Pharrell,11,20
651,2002-03-02,Crawling In The Dark,Hoobastank,68,19
652,2002-03-02,For You,Staind,63,20
653,2002-03-02,Wrong Impression,Natalie Imbruglia,64,8
654,2002-03-02,A New Day Has Come,Celine Dion,22,20
655,2002-03-09,It's Goin' Down,X-Ecutioners,85,11
656,2002-03-09,Awnaw,Nappy Roots,51,20
657,2002-03-09,Knoc,"Knoc-Turn'Al With Dr. Dre & Missy ""Misdemeanor"" Elliott",98,3
658,2002-03-09,Don't Let Me Get Me,P!nk,8,21
659,2002-03-16,Drive (For Daddy Gene),Alan Jackson,28,20
660,2002-03-16,Too Bad,Nickelback,42,20
661,2002-03-16,I Should Be Sleeping,Emerson Drive,35,20
662,2002-03-16,No Matta What (Party All Night),Toya,86,7
663,2002-03-16,I Need A Girl (Part One),P. Diddy Featuring Usher & Loon,2,23
664,2002-03-16,This Woman's Work,Maxwell,58,15
665,2002-03-16,Underneath Your Clothes,Shakira,9,20
666,2002-03-16,The Middle,Jimmy Eat World,5,33
667,2002-03-23,halfcrazy,Musiq,16,25
668,2002-03-23,Wish I Didn't Miss You,Angie Stone,79,19
669,2002-03-23,Give It To Her,Tanto Metro & Devonte,85,20
670,2002-03-23,Here Is Gone,Goo Goo Dolls,18,20
671,2002-03-23,Makin' Good Love,Avant,27,20
672,2002-03-30,Feels Good (Don't Worry Bout A Thing),Naughty By Nature Featuring 3LW,53,20
673,2002-03-30,Take You Home With Me a.k.a. Body,R. Kelly & Jay-Z,81,8
674,2002-03-30,Feel The Girl,Ms. Jade,92,4
675,2002-03-30,Rainy Dayz,Mary J. Blige Featuring Ja Rule,12,20
676,2002-03-30,Modern Day Bonnie And Clyde,Travis Tritt,55,11
677,2002-04-06,Song For The Lonely,Cher,85,6
678,2002-04-06,Closet Freak,Cee-Lo,98,3
679,2002-04-06,Living And Living Well,George Strait,27,20
680,2002-04-06,I Don't Have To Be Me ('til Monday),Steve Azar,35,20
681,2002-04-06,How Come You Don't Call Me,Alicia Keys,59,9
682,2002-04-13,Down A** Chick,"Ja Rule Featuring Charli ""Chuck"" Baltimore",21,19
683,2002-04-13,Still Fly,Big Tymers,11,24
684,2002-04-13,Take Ya Home,Lil Bow Wow,72,7
685,2002-04-13,Soak Up The Sun,Sheryl Crow,17,29
686,2002-04-20,One Mic,Nas,43,13
687,2002-04-20,Oh Boy,Cam'Ron Featuring Juelz Santana,4,21
688,2002-04-20,Tell Me What's It Gonna Be,Brian McKnight Featuring Jermaine Dupri,91,5
689,2002-04-20,Addictive,Truth Hurts Featuring Rakim,9,20
690,2002-04-20,Hella Good,No Doubt,13,20
691,2002-04-27,You Know That I Love You,Donell Jones,54,20
692,2002-04-27,Overprotected,Britney Spears,86,5
693,2002-04-27,Take A Message,Remy Shand,89,6
694,2002-04-27,Be Here,Raphael Saadiq Featuring D'Angelo,99,2
695,2002-04-27,I'm Gonna Be Alright,Jennifer Lopez Featuring Nas,10,23
696,2002-04-27,Gots Ta Be,B2K,34,18
697,2002-05-04,Hot In Herre,Nelly,1,26
698,2002-05-04,Don't Say Goodbye,Paulina Rubio,41,16
699,2002-05-04,Gimme The Light,Sean Paul,7,39
700,2002-05-04,I Told Y'all,Petey Pablo,94,3
701,2002-05-04,Toxicity,System Of A Down,70,13
702,2002-05-04,Say I Yi Yi,Ying Yang Twins,56,14
703,2002-05-04,I'm Gonna Miss Her (The Fishin' Song),Brad Paisley,29,20
704,2002-05-04,Full Moon,Brandy,18,20
705,2002-05-11,Without Me,Eminem,2,20
706,2002-05-11,Days Go By,Dirty Vegas,14,20
707,2002-05-11,What If A Woman,Joe,63,16
708,2002-05-11,Someone To Love You,Ruff Endz,49,20
709,2002-05-11,I Don't Want You To Go,Carolyn Dawn Johnson,54,10
710,2002-05-11,Not A Day Goes By,Lonestar,36,17
711,2002-05-18,Guess Who's Back,Scarface Featuring Jay-Z & Beanie Sigel,79,8
712,2002-05-18,Whoa Now,B Rich,98,2
713,2002-05-18,Hero,Chad Kroeger Featuring Josey Scott,3,22
714,2002-05-18,The One,Gary Allan,37,20
715,2002-05-25,Nothin',N.O.R.E.,10,24
716,2002-05-25,"My Neck, My Back",Khia Featuring DSD,42,18
717,2002-05-25,Just A Friend 2002,Mario,4,21
718,2002-05-25,Sugarhigh,Jade Anderson,96,2
719,2002-05-25,Grindin',Clipse,30,20
720,2002-05-25,My Heart Is Lost To You,Brooks & Dunn,48,13
721,2002-05-25,Drift & Die,Puddle Of Mudd,61,20
722,2002-05-25,Walking Away,Craig David,44,20
723,2002-05-25,Quitame Ese Hombre,Pilar Montenegro,74,13
724,2002-05-25,Here To Stay,Korn,72,12
725,2002-06-01,Happy,Ashanti,8,23
726,2002-06-01,Heaven,DJ Sammy & Yanou Featuring Do,8,27
727,2002-06-01,The Impossible,Joe Nichols,29,21
728,2002-06-01,No Such Thing,John Mayer,13,24
729,2002-06-01,When You Lie Next To Me,Kellie Coffey,54,18
730,2002-06-01,Call Me,Tweet,31,19
731,2002-06-01,Complicated,Avril Lavigne,2,31
732,2002-06-08,Move B***h,Ludacris Featuring Mystikal & Infamous 2.0,10,23
733,2002-06-08,Day + Night,Isyss Featuring Jadakiss,98,4
734,2002-06-08,I Need A Girl (Part Two),"P. Diddy & Ginuwine Featuring Loon, Mario Winans & Tammy Ruggeri",4,26
735,2002-06-08,One Last Breath,Creed,6,34
736,2002-06-08,Why Don't We Fall In Love,Amerie,23,19
737,2002-06-08,The Good Stuff,Kenny Chesney,22,20
738,2002-06-08,"Courtesy Of The Red, White And Blue (The Angry American)",Toby Keith,25,20
739,2002-06-15,Where Are You Going,Dave Matthews Band,39,20
740,2002-06-15,By The Way,Red Hot Chili Peppers,34,20
741,2002-06-15,I Miss My Friend,Darryl Worley,28,20
742,2002-06-22,If I Could Go!,Angie Martinez Featuring Lil' Mo & Sacario,15,26
743,2002-06-22,For All Time,Soluna,72,11
744,2002-06-22,Down 4 U,"Irv Gotti Presents The Inc. Featuring Ja Rule, Ashanti, Charli Baltimore & Vita",6,20
745,2002-06-22,Long Time Gone,Dixie Chicks,7,20
746,2002-06-29,Black Suits Comin' (Nod Ya Head),Will Smith Featuring Tra-Knox,77,3
747,2002-06-29,Love At First Sight,Kylie Minogue,23,16
748,2002-06-29,Tonight I Wanna Be Your Man,Andy Griggs,52,12
749,2002-07-06,I've Got You,Marc Anthony,81,14
750,2002-07-06,Way Of Life,Lil Wayne,71,12
751,2002-07-06,Running Away,Hoobastank,44,20
752,2002-07-06,Just Like A Pill,P!nk,8,20
753,2002-07-06,Ten Rounds With Jose Cuervo,Tracy Byrd,26,20
754,2002-07-06,Unbroken,Tim McGraw,26,20
755,2002-07-13,In Da Wind,Trick Daddy Featuring Cee-Lo & Big Boi,70,18
756,2002-07-13,Two Wrongs,Wyclef Jean Featuring Claudette Ortiz,28,20
757,2002-07-13,A Little Less Conversation,Elvis Presley vs JXL,50,9
758,2002-07-13,Papa Don't Preach,Kelly Osbourne,74,2
759,2002-07-13,Dilemma,Nelly Featuring Kelly Rowland,1,29
760,2002-07-13,Gangsta Lovin',Eve Featuring Alicia Keys,2,22
761,2002-07-20,Help Me Understand,Trace Adkins,80,4
762,2002-07-20,Hate To Say I Told You So,The Hives,86,11
763,2002-07-20,Tainted,Slum Village Featuring Dwele,87,11
764,2002-07-20,Po' Folks,Nappy Roots Featuring Anthony Hamilton,21,23
765,2002-07-20,She Loves Me Not,Papa Roach,76,12
766,2002-07-20,Good Times,Styles,22,20
767,2002-07-20,I Keep Looking,Sara Evans,35,19
768,2002-07-27,Gotta Get Thru This,Daniel Bedingfield,10,21
769,2002-07-27,Where Do We Go From Here,Filter,94,5
770,2002-07-27,Baby,Ashanti,15,22
771,2002-08-03,Sweetness,Jimmy Eat World,75,14
772,2002-08-03,I Do (Wanna Get Close To You),3LW Featuring P. Diddy & Loon,58,14
773,2002-08-03,The Rising,Bruce Springsteen,52,11
774,2002-08-03,Cleanin' Out My Closet,Eminem,4,20
775,2002-08-03,Flake,Jack Johnson,73,17
776,2002-08-03,Feel It Boy,Beenie Man Featuring Janet,28,12
777,2002-08-03,Stingy,Ginuwine,33,20
778,2002-08-10,Beautiful Mess,Diamond Rio,28,20
779,2002-08-10,Don't Mess With My Man,Nivea Featuring Brian & Brandon Casey,8,36
780,2002-08-10,All Eyez On Me,Monica,69,7
781,2002-08-10,She Was,Mark Chesnutt,62,11
782,2002-08-17,Blue Jeans,Yasmeen Featuring Ghostface Killah,97,4
783,2002-08-17,Burnin' Up,"Faith Evans Featuring Missy ""Misdemeanor"" Elliott",60,15
784,2002-08-17,Aerials,System Of A Down,55,20
785,2002-08-17,Out Of My Heart (Into Your Head),BBMak,56,8
786,2002-08-17,Trade It All,Fabolous Featuring P. Diddy & Jagged Edge,20,18
787,2002-08-17,Somebody Like You,Keith Urban,23,20
788,2002-08-24,American Child,Phil Vassar,48,15
789,2002-08-24,Luv U Better,LL Cool J,4,22
790,2002-08-24,Whatchulookinat,Whitney Houston,96,3
791,2002-08-24,Somewhere Out There,Our Lady Peace,44,20
792,2002-08-24,Work In Progress,Alan Jackson,35,19
793,2002-08-24,I Care 4 U,Aaliyah,16,20
794,2002-08-24,Ordinary Day,Vanessa Carlton,30,18
795,2002-08-31,Hey Ma,"Cam'Ron Featuring Juelz Santana, Freekey Zekey & Toya",3,21
796,2002-08-31,Oh Yeah!,"Big Tymers Featuring Tateeze, Boo & Gotti",46,18
797,2002-08-31,Underneath It All,No Doubt Featuring Lady Saw,3,30
798,2002-08-31,Goodbye To You,Michelle Branch,21,20
799,2002-08-31,Cry,Faith Hill,33,26
800,2002-09-07,Love Of My Life (An Ode To Hip Hop),Erykah Badu Featuring Common,9,27
801,2002-09-07,My Friends Over You,New Found Glory,85,6
802,2002-09-07,Where Would You Be,Martina McBride,45,16
803,2002-09-07,dontchange,Musiq,17,26
804,2002-09-07,Big Machine,Goo Goo Dolls,64,6
805,2002-09-07,Like I Love You,Justin Timberlake,11,20
806,2002-09-07,Objection (Tango),Shakira,55,9
807,2002-09-14,When The Last Time,Clipse,19,21
808,2002-09-14,I'd Rather,Luther Vandross,83,20
809,2002-09-14,Steve McQueen,Sheryl Crow,88,5
810,2002-09-14,Put Me Down,Donell Jones,98,3
811,2002-09-14,Work It,"Missy ""Misdemeanor"" Elliott",2,26
812,2002-09-14,Sk8er Boi,Avril Lavigne,10,20
813,2002-09-21,Landslide,Dixie Chicks,7,29
814,2002-09-21,A Moment Like This,Kelly Clarkson,1,20
815,2002-09-21,Dirrty,Christina Aguilera Featuring Redman,48,20
816,2002-09-28,Don't Know Why,Norah Jones,30,31
817,2002-09-28,Electrical Storm,U2,77,7
818,2002-09-28,Little Things,India.Arie,89,13
819,2002-09-28,The Streets,WC Featuring Nate Dogg,81,13
820,2002-09-28,"Don't Say No, Just Say Yes",Avant,96,4
821,2002-09-28,Stole,Kelly Rowland,27,20
822,2002-09-28,Prayer,Disturbed,58,20
823,2002-09-28,My Town,Montgomery Gentry,40,20
824,2002-10-05,Lose Yourself,Eminem,1,23
825,2002-10-05,Are We Cuttin',Pastor Troy Featuring Ms. Jade,96,5
826,2002-10-05,She'll Leave You With A Smile,George Strait,23,20
827,2002-10-05,Who's Your Daddy?,Toby Keith,22,20
828,2002-10-05,These Days,Rascal Flatts,23,20
829,2002-10-05,The Game Of Love,Santana Featuring Michelle Branch,5,37
830,2002-10-12,Rock The Party,Benzino,82,18
831,2002-10-12,The Ketchup Song (Hey Hah),Las Ketchup,54,9
832,2002-10-12,I Am Mine,Pearl Jam,43,8
833,2002-10-12,Braid My Hair,Mario,74,8
834,2002-10-12,Jenny From The Block,Jennifer Lopez Featuring Styles & Jadakiss,3,20
835,2002-10-12,Red Rag Top,Tim McGraw,40,20
836,2002-10-12,She Hates Me,Puddle Of Mudd,13,23
837,2002-10-19,Die Another Day,Madonna,8,17
838,2002-10-19,React,Erick Sermon Featuring Redman,36,16
839,2002-10-19,Downfall,TRUSTcompany,91,4
840,2002-10-19,Crush Tonight,Fat Joe Featuring Ginuwine,77,7
841,2002-10-19,You Know You're Right,Nirvana,45,20
842,2002-10-19,I'm Gonna Getcha Good!,Shania Twain,34,20
843,2002-10-19,Disease,matchbox twenty,29,20
844,2002-10-19,Starry Eyed Surprise,Oakenfold Featuring Shifty Shellshock,41,8
845,2002-10-26,Single For The Rest Of My Life,Isyss,71,12
846,2002-10-26,He Is,Heather Headley,90,13
847,2002-10-26,The One You Love,Paulina Rubio,97,3
848,2002-10-26,'03 Bonnie & Clyde,Jay-Z Featuring Beyonce Knowles,4,23
849,2002-10-26,Girl Talk,TLC,28,14
850,2002-11-02,Something,Lasgo,35,20
851,2002-11-02,Bother,Stone Sour,56,20
852,2002-11-02,Why I Love You,B2K,73,4
853,2002-11-02,All My Life,Foo Fighters,43,20
854,2002-11-02,In A Little While,Uncle Kracker,59,20
855,2002-11-02,Your Body Is A Wonderland,John Mayer,18,29
856,2002-11-09,I Just Wanna Be Mad,Terri Clark,27,20
857,2002-11-09,Hit The Freeway,Toni Braxton Featuring Loon,86,14
858,2002-11-09,From Tha Chuuuch To Da Palace,Snoop Dogg,77,10
